ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Antigüedad,RecÃ¡maras,BaÃ±os,Cuota mensual de mantenimiento,AntigÃ¼edad,Cantidad de pisos,Bodegas,Orientación,OrientaciÃ³n,Tipo de casa,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,NÃºmero de piso de la unidad,DisposiciÃ³n,Acceso,Metros de frente,Metros de fondo,Forma del terreno,Disposición del lote,DisposiciÃ³n del lote
1416126092,quintana-roo,lujosa,https://casa.metroscubicos.com/MLM-1416126092-lujosa-casa-en-venta-en-los-canales-puerto-cancun-_JM,"U$S7,000,000",Cancún/Benito Juárez,Zona Hotelera,850 m²,1400 m²,,6,7,6,0 años,,,,,,,,,,,,,,,,,,,,,
1402580019,quintana-roo,elegante,https://casa.metroscubicos.com/MLM-1402580019-elegante-residencia-en-venta-en-bonfil-cancun-c2423-_JM,"$8,900,000",CancÃºn/Benito JuÃ¡rez,Alfredo V Bonfil,1200 mÂ²,1200 mÂ²,,,,5,,5,5,,7 aÃ±os,,,,,,,,,,,,,,,,,
1368406080,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1368406080-casa-en-venta-residencial-aqua-fase-ii-cancun-quintana-roo-c3100-_JM,"$5,700,000",Cancún/Benito Juárez,Cancun Centro,156 m²,229 m²,,4,4,,0 años,,,,,,,,,,,,,,,,,,,,,
1416265339,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1416265339-casa-3-recamaras-en-venta-en-puerto-morelos-_JM,"$3,850,000",Puerto Morelos,Puerto Morelos,160 m²,140 m²,,3,2,2,1 años,,,,,,,,,,,,,,,,,,,,,
1414124502,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1414124502-venta-de-casa-sobre-av-las-torres-en-cancun-_JM,"$1,650,000",Cancún/Benito Juárez,Región 510,160 m²,210 m²,6,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1410123797,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1410123797-casa-a-350-metros-de-la-playa-vista-al-mar-de-la-alberca-co-_JM,"$4,290,000",Cozumel,Cozumel Centro,168 m²,168 m²,9,4,4,1,0 años,,,,,,,,,,,,,,,,,,,,,
1416233679,quintana-roo,se,https://casa.metroscubicos.com/MLM-1416233679-se-vende-casa-de-dos-recamaras-en-residencial-en-cancun-quintana-roo-_JM,"$895,000",Cancún/Benito Juárez,Galaxia Del Sol,81 m²,81 m²,,2,2,2,0 años,,,,,,,,,,,,,,,,,,,,,
1416207341,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1416207341-casa-en-venta-las-fuentes-residencial-en-cancun-quintana-roo-_JM,"$1,162,000",Lázaro Cárdenas,Agua Azul,85 m²,122 m²,,3,2,1,0 años,,,,,,,,,,,,,,,,,,,,,
1414169666,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1414169666-venta-de-casa-en-privadas-turquesa-cancun-_JM,"$1,250,000",Cancún/Benito Juárez,Supermanzana 253,90 m²,85 m²,5,3,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1414150442,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1414150442-venta-de-casa-en-supermanzana-50-frente-a-plaza-outlet-cancu-_JM,"$2,100,000",Cancún/Benito Juárez,Supermanzana 50,150 m²,200 m²,5,3,2,1,0 años,,,,,,,,,,,,,,,,,,,,,
1416246112,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1416246112-venta-de-casa-cancun-en-alamos-_JM,"$3,600,000",Cancún/Benito Juárez,Alamos I,180 m²,285 m²,,4,3,2,10 años,,,,,,,,,,,,,,,,,,,,,
1416233251,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1416233251-venta-de-casa-en-residencial-sobre-avenida-huayacan-cancun-quintana-roo-_JM,"$3,600,000",Cancún/Benito Juárez,Arboledas,110 m²,180 m²,,3,3,3,0 años,,,,,,,,,,,,,,,,,,,,,
1416195410,quintana-roo,en,https://casa.metroscubicos.com/MLM-1416195410-en-venta-casa-en-esquina-en-mayacoba-_JM,"$8,800,000",Solidaridad/Riviera Maya,Ciudad Playa Del Carmen,330 mÂ²,302 mÂ²,,,,1,,4,4,,0 aÃ±os,,,,,,,,,,,,,,,,,
1416207938,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1416207938-casa-en-venta-con-alberca-arbolada-cancun-_JM,"$3,000,000",Cancún/Benito Juárez,Arboledas,120 m²,134 m²,,3,2,2,0 años,,,,,,,,,,,,,,,,,,,,,
1416233009,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1416233009-casa-en-venta-en-aldea-ha-entre-cancun-y-puerto-morelos-quintana-roo-_JM,"$4,300,000",Puerto Morelos,Puerto Morelos,160 m²,185 m²,,3,2,2,0 años,,,,,,,,,,,,,,,,,,,,,
1416316555,quintana-roo,propiedad,https://casa.metroscubicos.com/MLM-1416316555-propiedad-en-venta-ubicada-en-esquina-en-la-sm-75-cerca-de-av-bonampak-cancun-quintana-roo-_JM,"$2,249,000",Cancún/Benito Juárez,Supermanzana 75,288 m²,390 m²,,5,5,,20 años,,,,,,,,,,,,,,,,,,,,,
1416245674,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1416245674-casa-en-venta-en-quintas-kavanayen-cancun-quintana-roo-_JM,"$2,050,000",Cancún/Benito Juárez,Supermanzana 327,120 m²,120 m²,,3,2,2,0 años,,,,,,,,,,,,,,,,,,,,,
1416190292,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1416190292-venta-de-casa-de-3-recamaras-mas-estudio-en-jardines-del-sur-3-cancun-quintana-roo-_JM,"$2,600,000",Cancún/Benito Juárez,Jardines del Sur,145 m²,155 m²,,3,2,3,4 años,,,,,,,,,,,,,,,,,,,,,
1416316600,quintana-roo,lujosa,https://casa.metroscubicos.com/MLM-1416316600-lujosa-casa-en-venta-ubicada-en-residencial-lagos-del-sol-_JM,"$17,000,000",CancÃºn/Benito JuÃ¡rez,Lagos del Sol,803 mÂ²,430 mÂ²,,,,6,,4,4,,0 aÃ±os,,,,,,,,,,,,,,,,,
1414124511,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1414124511-venta-de-esquina-comercial-con-departamentos-y-estudios-_JM,"$2,150,000",Cancún/Benito Juárez,Supermanzana 75,363 m²,288 m²,15,8,7,,0 años,,,,,,,,,,,,,,,,,,,,,
1414144025,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1414144025-venta-de-casa-con-alberca-frente-a-las-americas-cancun-_JM,"$5,500,000",Cancún/Benito Juárez,Supermanzana 15,300 m²,320 m²,8,4,3,3,0 años,,,,,,,,,,,,,,,,,,,,,
1416226956,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1416226956-casa-en-venta-en-sm-26-en-cancun-quintana-roo-_JM,"$2,650,000",Cancún/Benito Juárez,Supermanzana 26,180 m²,250 m²,,5,3,,18 años,,,,,,,,,,,,,,,,,,,,,
1416226819,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1416226819-venta-de-casa-en-fraccionamiento-terramagna-_JM,"$2,300,000",Cancún/Benito Juárez,Supermanzana 526,154 m²,126 m²,,3,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1416233298,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1416233298-casa-en-venta-residencial-real-del-sol-playa-del-carmen-quintana-roo-_JM,"$1,600,000",Solidaridad/Riviera Maya,Residencial Playa Sol,92 m²,115 m²,,2,2,2,4 años,,,,,,,,,,,,,,,,,,,,,
1416190567,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1416190567-casa-en-venta-en-jardines-del-sur-quintana-roo-_JM,"$2,400,000",Cancún/Benito Juárez,Jardines del Sur,140 m²,132 m²,,3,3,2,6 años,,,,,,,,,,,,,,,,,,,,,
1416126547,quintana-roo,se,https://casa.metroscubicos.com/MLM-1416126547-se-vende-casa-en-jardines-del-sur-3-modelo-noni-_JM,"$2,500,000",Cancún/Benito Juárez,Jardines del Sur,120 m²,120 m²,,3,2,2,0 años,,,,,,,,,,,,,,,,,,,,,
1410097861,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1410097861-casa-con-alberca-privada-garage-electrico-interphone-amue-_JM,"$7,180,000",Cozumel,Repobladores De 1848,249 m²,202 m²,5,2,2,1,0 años,,,,,,,,,,,,,,,,,,,,,
1414150443,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1414150443-venta-de-esquina-ideal-para-inversionistas-en-cancun-_JM,"$1,553,000",Cancún/Benito Juárez,Supermanzana 75,288 m²,288 m²,9,4,5,1,0 años,,,,,,,,,,,,,,,,,,,,,
1416190337,quintana-roo,en,https://casa.metroscubicos.com/MLM-1416190337-en-venta-casa-en-puerto-morelos-riviera-maya-quintana-roo-_JM,"$3,700,000",Puerto Morelos,Puerto Morelos,162 mÂ²,170 mÂ²,,,,2,,3,2,,3 aÃ±os,,,,,,,,,,,,,,,,,
1416233370,quintana-roo,se,https://casa.metroscubicos.com/MLM-1416233370-se-vende-casa-en-residencial-los-faroles-cancun-_JM,"$3,490,000",Cancún/Benito Juárez,Supermanzana 524-2,320 m²,320 m²,,4,4,2,5 años,,,,,,,,,,,,,,,,,,,,,
1422751902,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1422751902-casa-en-venta-en-playa-del-carmen-a-5-min-de-parque-xcaret-_JM,"$2,807,000",Solidaridad/Riviera Maya,Residencial Playa Del Carmen,109 m²,109 m²,,3,2,2,0 años,,,1898 MXN,,3,1,,,,,,,,,,,,,,,
1425747097,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1425747097-casa-en-va-mexicosolidaridadquintanaroo-mexico-ima-_JM,"$530,256",Solidaridad/Riviera Maya,La Guadalupana,120 m²,90 m²,,3,2,2,10 años,,,0 MXN,,2,,Poniente,,,,,,,,,,,,,,
1426035569,quintana-roo,casas,https://casa.metroscubicos.com/MLM-1426035569-casas-en-venta-en-region-15-tulum-ecologicas-de-lujo-amplio-terreno-con-alberca-privada-t214-_JM,"$377,623",Tulum,Region 9 Veleta,121 m²,121 m²,,2,2,1,0 años,,,,,2,,,,,,,,,,,,,,,,
1425329686,quintana-roo,casas,https://casa.metroscubicos.com/MLM-1425329686-casas-en-venta-en-tulum-con-jardin-y-alberca-privada-_JM,"U$S237,000",Tulum,Tulum Centro,241 m²,83 m²,,2,2,,0 años,,,,,2,,Sur,,,,,,,,,,,,,,
1425941236,quintana-roo,casas,https://casa.metroscubicos.com/MLM-1425941236-casas-en-venta-en-tulum-2-habitaciones-con-jardin-t26-_JM,"$2,700,000",Tulum,Tulum Centro,134 m²,134 m²,,2,2,,0 años,,,,,2,,Sur,,,,,,,,,,,,,,
1425954131,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1425954131-casa-sola-en-venta-tulum-centro-_JM,"$4,100,000",Tulum,Tulum Centro,148 m²,133 m²,,2,3,,0 años,,,,,3,,Sur,,,,,,,,,,,,,,
1423439527,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1423439527-casa-en-venta-cancun-a-estrenar-residencial-palmaris-_JM,"$3,300,000",Cancún/Benito Juárez,Cancun Centro,160 m²,200 m²,,,,,0 años,,,,,,,,,,,,,,,,,,,,,
1422826799,quintana-roo,residencia,https://casa.metroscubicos.com/MLM-1422826799-residencia-en-venta-playa-car-fase-i-playa-del-carmen-q-_JM,"U$S1,545,000",Solidaridad/Riviera Maya,Playacar Fase I,270 m²,441 m²,18,8,8,,0 años,,,,,,,,,,,,,,,,,,,,,
1423408458,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1423408458-casa-en-venta-yo-renta-en-residencial-aqua-cancun-quintana-roo-_JM,"$5,000,000",Cancún/Benito Juárez,Residencial Cumbres,154 m²,310 m²,,3,4,,0 años,,,,,,,,,,,,,,,,,,,,,
1424590357,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1424590357-casa-de-4-recamaras-precio-reducido-paredes-de-cristal-y-_JM,"$5,300,000",Solidaridad/Riviera Maya,Ciudad Playa Del Carmen,200 m²,159 m²,7,4,3,2,0 años,,,,,,,,,,,,,,,,,,,,,
1422839740,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1422839740-casa-en-venta-magisterio-cozumel-quintana-roo-_JM,"$3,480,000",Cozumel,Magisterio,152 mÂ²,226 mÂ²,7,,,1,,3,3,,0 aÃ±os,,,,,,,,,,,,,,,,,
1424728124,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1424728124-casa-en-venta-en-isla-risuena-isla-dorada-cancun-_JM,"U$S850,000",CancÃºn/Benito JuÃ¡rez,Isla Dorada,414 mÂ²,,,,,3,,4,4,0 MXN,0 aÃ±os,,,,,,,,,,,,,,,,,
1425543229,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1425543229-casa-supermanzana-20-centro-_JM,"$4,500,000",Cancún/Benito Juárez,Supermanzana 20 Centro,250 m²,,,3,3,1,0 años,,,0 MXN,,,,,,,,,,,,,,,,,,
1425437232,quintana-roo,venta,https://casa.metroscubicos.com/MLM-1425437232-venta-casa-cumbres-cancun-exclusividad-plusvalia-_JM,"$7,495,000",Cancún/Benito Juárez,Residencial Cumbres,300 m²,276 m²,,4,3,2,5 años,,,,,,,,,,,,,,,,,,,,,
1426459479,quintana-roo,hermosa,https://casa.metroscubicos.com/MLM-1426459479-hermosa-casa-con-alberca-en-tulum-_JM,"U$S375,000",Tulum,Region 9 Veleta,322 m²,300 m²,5,2,2,,0 años,,,,,,,,,,,,,,,,,,,,,
1426414501,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426414501-casa-en-playa-del-carmen-_JM,"$2,990,000",Solidaridad/Riviera Maya,Villas Riviera,134 m²,142 m²,,,,2,0 años,,,,,,,,,,,,,,,,,,,,,
1426421100,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426421100-casa-en-renta-con-alberca-privada-playacar-_JM,"U$S430,000",Solidaridad/Riviera Maya,Playacar Fase II,336 mÂ²,223 mÂ²,6,,,2,,4,2,,22 aÃ±os,,,,,,,,,,,,,,,,,
1426421097,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426421097-casa-en-playa-del-carmen-playacar-_JM,"U$S420,000",Solidaridad/Riviera Maya,Playacar Fase II,320 m²,320 m²,9,4,4,,7 años,,,,,,,,,,,,,,,,,,,,,
1426453322,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426453322-casa-en-privada-en-playa-del-carmen-_JM,"$5,250,000",Solidaridad/Riviera Maya,Ciudad Playa Del Carmen,236 mÂ²,170 mÂ²,8,,,2,,4,3,,3 aÃ±os,,,,,,,,,,,,,,,,,
1424589666,quintana-roo,se,https://casa.metroscubicos.com/MLM-1424589666-se-vende-mansion-lujosa-en-shark-tower-cancun-_JM,"U$S3,800,000",Cancún/Benito Juárez,Zona Hotelera,450 m²,450 m²,,4,4,2,0 años,,,,,,,,,,,,,,,,,,,,,
1423899469,quintana-roo,villa,https://casa.metroscubicos.com/MLM-1423899469-villa-con-muelle-en-venta-en-cancun-zona-hotelera-_JM,"U$S394,000",Cancún/Benito Juárez,Zona Hotelera,230 m²,,,4,4,2,0 años,,,7500 MXN,,2,,,,,,,,,,,,,,,,
1426446686,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426446686-casa-amueblada-en-playa-del-carmen-_JM,"U$S249,000",Solidaridad/Riviera Maya,Centro,183 m²,235 m²,7,3,3,2,3 años,,,,,,,,,,,,,,,,,,,,,
1423407073,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1423407073-casa-en-venta-cancun-palmaris-av-huayacan-_JM,"$3,950,000",Cancún/Benito Juárez,Cancun Centro,160 m²,205 m²,6,3,3,2,0 años,,,,,,,,,,,,,,,,,,,,,
1423570081,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1423570081-casa-en-venta-gran-santa-fe-cancun-dos-recamaras-en-avenida-_JM,"$1,350,000",Cancún/Benito Juárez,Gran Santa Fe,108 m²,80 m²,,2,1,2,6 años,,,,,,,,,,,,,,,,,,,,,
1424744920,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1424744920-casa-aqua-_JM,"$5,000,000",Quintana Roo,Cancún/Benito Juárez,310 m²,,,3,3,2,0 años,,,0 MXN,,,,,,,,,,,,,,,,,,
1422808478,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1422808478-casa-en-venta-isla-dorada-frente-a-canal-cancun-_JM,"$25,000,000",CancÃºn/Benito JuÃ¡rez,Isla Dorada,400 mÂ²,,,,,3,,4,4,0 MXN,0 aÃ±os,,,,,,,,,,,,,,,,,
1424086371,quintana-roo,makul,https://casa.metroscubicos.com/MLM-1424086371-makul-casas-en-venta-de-3-niveles-en-fraccionamiento-el-ciel-_JM,"$4,900,000",Solidaridad/Riviera Maya,El cielo Residencial,108 m²,229 m²,8,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1425782037,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1425782037-casa-en-venta-en-tulum-zona-centro-_JM,"U$S450,000",Tulum,Tulum Centro,246 m²,246 m²,6,3,3,1,0 años,,,,,,,,,,,,,,,,,,,,,
1424166021,quintana-roo,residencia,https://casa.metroscubicos.com/MLM-1424166021-residencia-en-venta-en-fraccionamiento-thula-en-playa-del-ca-_JM,"$4,000,000",Solidaridad/Riviera Maya,Nuevo Centro Urbano,159 m²,159 m²,7,3,3,2,0 años,,,,,,,,,,,,,,,,,,,,,
1425545112,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1425545112-casa-supermanzana-11-_JM,"$6,000,000",Cancún/Benito Juárez,Supermanzana 11,320 m²,,,3,4,,0 años,,,0 MXN,,,,,,,,,,,,,,,,,,
1423419506,quintana-roo,down,https://casa.metroscubicos.com/MLM-1423419506-down-town-tulum-country-club-_JM,"U$S344,211",Tulum,Akumal,135 mÂ²,135 mÂ²,6,,,2,,3,3,,0 aÃ±os,,,,,,,,,,,,,,,,,
1426440321,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426440321-casa-en-playa-del-carmen-_JM,"$4,000,000",Solidaridad/Riviera Maya,La Joya,180 m²,182 m²,7,3,3,2,4 años,,,,,,,,,,,,,,,,,,,,,
1426124805,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426124805-casa-venta-casas-del-marchacmool-con-arco-norte-esmeralda-22-4954-ho-_JM,"$993,000",Cancún/Benito Juárez,Casas Del Mar,79 m²,79 m²,,2,2,1,1 años,,,,,,,,,,,,,,,,,,,,,
1426105816,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426105816-casa-cancun-_JM,"$10,800,000",Cancún/Benito Juárez,Residencial Cumbres,668 m²,,,4,4,3,0 años,,,0 MXN,,,,,,,,,,,,,,,,,,
1426521540,quintana-roo,casas,https://casa.metroscubicos.com/MLM-1426521540-casas-en-playa-del-carmen-_JM,"$4,650,000",Solidaridad/Riviera Maya,Ciudad Playa Del Carmen,204 m²,185 m²,7,3,3,2,0 años,,,,,,,,,,,,,,,,,,,,,
1426433845,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426433845-casa-en-venta-playacar-_JM,"U$S250,000",Solidaridad/Riviera Maya,Playacar Fase II,224 m²,224 m²,5,2,2,2,0 años,,,,,,,,,,,,,,,,,,,,,
1426279098,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426279098-casa-en-condominio-en-venta-en-galaxia-del-sol-benito-juarez-quintana-roo-_JM,"$1,232,000",Cancún/Benito Juárez,Galaxia Del Sol,53 m²,91 m²,,3,2,,1 años,,,,,,,,,,,,,,,,,,,,,
1426446694,quintana-roo,house,https://casa.metroscubicos.com/MLM-1426446694-house-at-downtown-playa-del-carmen-_JM,"$7,000,000",Solidaridad/Riviera Maya,Luis Donaldo Colosio,220 m²,120 m²,3,2,1,,0 años,,,,,,,,,,,,,,,,,,,,,
1426266966,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426266966-casa-en-venta-en-residencial-bosques-de-bambu-_JM,"U$S273,000",Solidaridad/Riviera Maya,Bosque Real,240 m²,250 m²,,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1426367695,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426367695-casa-en-venta-en-playa-del-carmen-centro-_JM,"U$S250,000",Solidaridad/Riviera Maya,Playa del Carmen Centro,258 m²,162 m²,,2,2,,,,,,,,,,,,,,,,,,,,,,,
1426279705,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426279705-casa-en-venta-en-puerto-aventuras-_JM,"U$S350,000",Solidaridad/Riviera Maya,Puerto Aventura,480 m²,200 m²,,3,3,4,,,,,,,,,,,,,,,,,,,,,,
1426247636,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426247636-casa-en-venta-en-residencial-cumbres-_JM,"$8,000,000",Cancún/Benito Juárez,Residencial Cumbres,290 m²,340 m²,,4,3,2,,,,,,,,,,,,,,,,,,,,,,
1426241185,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426241185-casa-en-venta-en-centro-_JM,"$9,460,000",Tulum,Tulum Centro,315 m²,225 m²,,3,2,,,,,,,,,,,,,,,,,,,,,,,
1426367652,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426367652-casa-en-venta-en-puerto-cancun-_JM,"$42,000,000",CancÃºn/Benito JuÃ¡rez,ParaÃ­so CancÃºn,525 mÂ²,910 mÂ²,,,,4,,5,6,,,,,,,,,,,,,,,,,,,
1426286107,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426286107-casa-en-venta-en-puerto-cancun-_JM,"$66,000,000",CancÃºn/Benito JuÃ¡rez,ParaÃ­so CancÃºn,610 mÂ²,575 mÂ²,,,,6,,4,5,,,,,,,,,,,,,,,,,,,
1425940952,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1425940952-casa-en-venta-en-isla-dorada-cancun-zona-hotelera-_JM,"U$S530,000",CancÃºn/Benito JuÃ¡rez,Isla Dorada,358 mÂ²,254 mÂ²,3,,,2,,3,4,0 MXN,20 aÃ±os,2,,,,,,,,,,,,,,,,
1426292421,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426292421-casa-en-venta-en-club-de-golf-puerto-aventuras-_JM,"U$S450,000",Solidaridad/Riviera Maya,Puerto Aventura,480 mÂ²,349 mÂ²,,,,2,,4,4,,,,,,,,,,,,,,,,,,,
1423394255,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1423394255-casa-en-venta-cancun-palmaris-av-huayacan-_JM,"$3,600,000",Cancún/Benito Juárez,Cancun Centro,160 m²,217 m²,7,3,4,2,0 años,,,,,,,,,,,,,,,,,,,,,
1423444680,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1423444680-casa-en-venta-en-quintas-almena-en-cancun-rd18421-_JM,"$3,250,000",Cancún/Benito Juárez,Supermanzana 42,133 m²,180 m²,4,4,3,2,10 años,,,1800 MXN,,2,,Norte,,,,,,,,,,,,,,
1426440293,quintana-roo,casas,https://casa.metroscubicos.com/MLM-1426440293-casas-y-departamentos-en-playa-del-carmen-_JM,"$4,450,000",Solidaridad/Riviera Maya,Ciudad Playa Del Carmen,370 m²,1 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1426266926,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426266926-casa-en-venta-en-frac-bali-_JM,"$2,485,000",Solidaridad/Riviera Maya,Balamtun,90 m²,123 m²,,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1424140195,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1424140195-casa-de-inversion-en-poligono-sur-de-cancun-c3132-_JM,"$850,000",Cancún/Benito Juárez,Andalucia II,80.96 m²,66.37 m²,2,2,1,1,10 años,,,0 MXN,,2,,Norte,,,,,,,,,,,,,,
1426080966,quintana-roo,remato,https://casa.metroscubicos.com/MLM-1426080966-remato-casa-en-exclusiva-zona-de-tulum-con-amenidades-ega-_JM,"$4,592,000",Quintana Roo,Tulum,223 m²,,,3,4,2,8 años,,,0 MXN,,,,,,,,,,,,,,,,,,
1425968261,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1425968261-casa-en-venta-en-el-centro-de-cancun-jz30122-_JM,"$2,500,000",Cancún/Benito Juárez,Cancun Centro,200.4 m²,129 m²,4,4,2,1,25 años,,,0 MXN,,,,Norte,,,,,,,,,,,,,,
1426247543,quintana-roo,departamento,https://casa.metroscubicos.com/MLM-1426247543-departamento-en-venta-en-region-5-_JM,"$1,896,000",Tulum,Region 9 Veleta,157 m²,48 m²,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
1424589067,quintana-roo,se,https://casa.metroscubicos.com/MLM-1424589067-se-vende-cabana-en-el-corazon-de-tulum-_JM,"U$S250,000",Tulum,Tulum Centro,239 m²,239 m²,,2,2,2,5 años,,,,,,,,,,,,,,,,,,,,,
1426122930,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426122930-casa-en-villas-lagoon-_JM,"$14,000,000",Cancún/Benito Juárez,Zona Hotelera,437 m²,407 m²,11,3,3,2,0 años,,,,,,,,,,,,,,,,,,,,,
1426367734,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426367734-casa-en-venta-en-la-veleta-_JM,"U$S235,000",Tulum,Region 9 Veleta,116 m²,133 m²,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
1424823514,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1424823514-casa-loltun-playa-del-carmen-cerca-xcalacoco-playa-vc-1792-_JM,"$3,465,000",Solidaridad/Riviera Maya,Loltun,327 m²,,,3,2,2,0 años,,,0 MXN,,2,,,,,,,,,,,,,,,,
1423698036,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1423698036-casa-en-venta-en-playa-del-carmen-fraccionamiento-lunamar-_JM,"$2,700,000",Solidaridad/Riviera Maya,Zona Industrial,173 m²,87 m²,,3,3,2,5 años,,,,,,,,,,,,,,,,,,,,,
1426367711,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426367711-casa-en-venta-en-frac-bali-_JM,"$3,075,000",Solidaridad/Riviera Maya,Balamtun,90 m²,159 m²,,3,3,2,,,,,,,,,,,,,,,,,,,,,,
1423406434,quintana-roo,en,https://casa.metroscubicos.com/MLM-1423406434-en-venta-linda-casa-en-fracc-en-playa-del-carmen-con-pisc-_JM,"$1,500,000",Solidaridad/Riviera Maya,Real Bilbao,92 m²,66 m²,4,2,1,2,10 años,,,,,,,,,,,,,,,,,,,,,
1426768585,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426768585-casa-porto-bello-_JM,"$1,580,000",Quintana Roo,Cancún/Benito Juárez,180 m²,,,3,2,3,0 años,,,0 MXN,,,,,,,,,,,,,,,,,,
1426414531,quintana-roo,casas,https://casa.metroscubicos.com/MLM-1426414531-casas-en-playa-del-carmen-_JM,"$5,138,000",Solidaridad/Riviera Maya,Ciudad Playa Del Carmen,109 m²,229 m²,8,3,3,2,0 años,,,,,,,,,,,,,,,,,,,,,
1426247453,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1426247453-casa-en-venta-en-tumbenkhaa-_JM,"U$S580,000",Tulum,Tumben Kaa,300 m²,300 m²,,5,5,2,,,,,,,,,,,,,,,,,,,,,,
1424823513,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1424823513-casa-loltun-playa-del-carmen-cerca-xcalacoco-playa-vc-1792-_JM,"U$S173,250",Solidaridad/Riviera Maya,Loltun,327 m²,,,3,2,2,0 años,,,0 MXN,,2,,,,,,,,,,,,,,,,
1424170697,quintana-roo,casa,https://casa.metroscubicos.com/MLM-1424170697-casa-en-venta-region-94-_JM,"$1,350,000",Cancún/Benito Juárez,Región 94,180 m²,160 m²,,5,3,1,1 años,,,0 MXN,,,,,,,,,,,,,,,,,,
