ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Superficie construida,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Orientación,Bodegas,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,Acceso,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Forma del terreno,OrientaciÃ³n,DisposiciÃ³n,Disposición del lote,Tipo de casa,NÃºmero de piso de la unidad
1415249776,colima,terreno,https://terreno.metroscubicos.com/MLM-1415249776-terreno-en-venta-en-fraccionamiento-las-carretas-alpuyequito-colima-_JM,"$800,000",Colima,El Alpuyeque,1223.47 mÂ²,,,,,,,0 MXN,,,,,,,,,,,Otro,,,,,,,,,
1325074731,colima,venta,https://terreno.metroscubicos.com/MLM-1325074731-venta-de-terrenos-comerciales-vista-volcanes-_JM,"$1,212,540",Villa De Álvarez,Villas Diamante,404.18 m²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
947793764,colima,venta,https://terreno.metroscubicos.com/MLM-947793764-venta-de-terreno-en-el-ejido-veladero-de-los-otates-_JM,"$840,000",Manzanillo,Veladeros De Los Otates,20786 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1404309725,colima,terreno,https://terreno.metroscubicos.com/MLM-1404309725-terreno-en-venta-en-residencial-altozano-_JM,"$1,769,040",Cuauhtemoc,Otra Colonia,336 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1331406687,colima,hermosos,https://terreno.metroscubicos.com/MLM-1331406687-hermosos-terrenos-en-residencial-san-german-_JM,"$770,000",Colima,Bugambilias,350 m²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1366917261,colima,se,https://terreno.metroscubicos.com/MLM-1366917261-se-vende-terreno-de-5000-m2-sobre-libramiento-a-nogueras-c-_JM,$700,Comala,Nogueras,5000 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1388549084,colima,lote,https://terreno.metroscubicos.com/MLM-1388549084-lote-en-venta-en-parque-colima-lomas-de-angeloolis-_JM,"$1,289,625",Puebla,Puebla,171 mÂ²,,,,,,,,,,,,,,,,,,Ripio,,,,,,,,,
932659572,colima,terreno,https://terreno.metroscubicos.com/MLM-932659572-terreno-en-venta-en-los-asmoles-colima-_JM,"$4,663,000",Colima,Los Asmoles,18652 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
1394435092,colima,terreno,https://terreno.metroscubicos.com/MLM-1394435092-terreno-en-venta-gregorio-torres-quintero-colima-colima-_JM,"$350,000",Colima,Gregorio Torres Quintero,160 mÂ²,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1349821544,colima,terreno,https://terreno.metroscubicos.com/MLM-1349821544-terreno-en-venta-en-peninsula-de-santiago-_JM,"U$S2,940,000",Manzanillo,Santiago,4200 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,Irregular,,,,,
944653166,colima,terreno,https://terreno.metroscubicos.com/MLM-944653166-terreno-en-venta-sobre-el-blvd-_JM,"$4,912,000",Manzanillo,Las Joyas,1404 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
944525939,colima,terreno,https://terreno.metroscubicos.com/MLM-944525939-terreno-ideal-para-bodegas-en-una-gran-zona-tapeixtles-_JM,"$19,389,000",Manzanillo,Tapeixtles,6463.79 mÂ²,,,,,,,,,,,,,,,,,,Otro,,,,,,,,,
