ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Superficie construida,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,Orientación,Bodegas,Tipo de propiedad,Departamentos por piso,Número de piso de la unidad,Disposición,Acceso,Metros de frente,Metros de fondo,DisposiciÃ³n del lote,Forma del terreno,OrientaciÃ³n,DisposiciÃ³n,Disposición del lote,Tipo de casa,NÃºmero de piso de la unidad
1422691278,coahuila,casa,https://casa.metroscubicos.com/MLM-1422691278-casa-en-venta-en-las-lomas-_JM,"$2,150,000",Torreón,Las Lomas,144 m²,,4,3,2,,,,208 m²,,,,,,,,,,,,,,,,,,,
1422672494,coahuila,casa,https://casa.metroscubicos.com/MLM-1422672494-casa-en-venta-en-residencial-la-hacienda-_JM,"$2,200,000",Torreón,Residencial La Hacienda,230 m²,,3,3,,,,,230 m²,,,,,,,,,,,,,,,,,,,
1422733758,coahuila,casa,https://casa.metroscubicos.com/MLM-1422733758-casa-en-venta-en-residencial-palma-real-_JM,"$3,800,000",Torreón,Fraccionamiento Residencial Palma Real,280 m²,,4,4,2,,,,315 m²,,,,,,,,,,,,,,,,,,,
1422727304,coahuila,casa,https://casa.metroscubicos.com/MLM-1422727304-casa-en-venta-en-residencial-palma-real-_JM,"$2,690,000",Torreón,Fraccionamiento Residencial Palma Real,190 m²,,3,2,2,,,,250 m²,,,,,,,,,,,,,,,,,,,
1422714400,coahuila,casa,https://casa.metroscubicos.com/MLM-1422714400-casa-en-venta-en-residencial-palma-real-_JM,"$2,750,000",Torreón,Fraccionamiento Residencial Palma Real,200 m²,,3,3,2,,,,245 m²,,,,,,,,,,,,,,,,,,,
1422701901,coahuila,casa,https://casa.metroscubicos.com/MLM-1422701901-casa-en-venta-en-los-vinedos-_JM,"$1,865,000",Torreón,Los Viñedos,157 m²,,3,2,2,,,,175 m²,,,,,,,,,,,,,,,,,,,
1422708242,coahuila,casa,https://casa.metroscubicos.com/MLM-1422708242-casa-en-venta-en-chapultepec-_JM,"$1,600,000",Torreón,Chapultepec,153 m²,,3,2,2,,,,204 m²,,,,,,,,,,,,,,,,,,,
1423563559,coahuila,casa,https://casa.metroscubicos.com/MLM-1423563559-casa-en-venta-en-los-vinedos-_JM,"$2,290,000",Torreón,Los Viñedos,198 m²,,3,2,1,,,,174 m²,,,,,,,,,,,,,,,,,,,
1422714688,coahuila,casa,https://casa.metroscubicos.com/MLM-1422714688-casa-en-venta-en-las-trojes-_JM,"$4,400,000",Torreón,Las Trojes,275 m²,,3,4,2,,,,319 m²,,,,,,,,,,,,,,,,,,,
1422714416,coahuila,casa,https://casa.metroscubicos.com/MLM-1422714416-casa-en-venta-en-villas-las-margaritas-_JM,"$18,000,000",TorreÃ³n,Villas Las Margaritas,1050 mÂ²,,,,4,,,,780 mÂ²,4,5,,,,,,,,,,,,,,,,,
